Identifier,SMILES
NPBS058481,COc1cc2oc(=O)ccc2cc1OCC=C(C)C
NPBS058482,C/C=C/C(O)C(C)C(O)CC(=O)C1C(=O)CNC1=O
NPBS058483,CCc1c(C)ccc2c1C(=O)C[C@H]1C(C)(C)CCC[C@]21C
NPBS058484,COc1c(CCC(=O)O)ccc2c1C=CC(C)(C)O2
NPBS058485,Oc1cc2c(c(Br)c1O)-c1c(cc(O)c(O)c1Br)CC2
NPBS058486,CC(C)CC[C@H](O)[C@@H](C)[C@@]1(O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC2C3CC[C@H]4C[C@@H](O)C[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@]4(C)C3CC[C@@]21C
NPBS058487,C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC(=O)[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]2[C@]1(C)O
NPBS058488,C=C(C)[C@@H]1CC[C@]2(C)[C@@H]1CC[C@]1(C)CC(=O)[C@H](C)CC[C@H]12
NPBS058489,CC(C)(O)C1CC=C(C(=O)OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)CC1
NPBS058490,CCCCCCCCCCCCCCCCCCCCCCCCCCC1=CC(=O)C(C)=C(O)C1=O
NPBS058491,O=C1OCC2OC(OC(CC(=O)CCC3OC(OC(C1)CCCCCCCCCCCCCC(OC4OC(CO)C(O)C(O)C4OC)CCCCCC(=O)C)C(O)C(O)C3O)CCCCCCCCCCCCCCCC(OC5CC(CO)C(O)C(O)C5OC)CCCCCC(OC6OC(CO)C(O)C(O)C6OC)C)C(O)C(O)C2O
NPBS058492,O=C1OC(CC1C)C2N3C4=C(C2)C5C(C(=O)OC5C(CC)C4(O)CCCC3)C
NPBS058493,O=C1C2=C(O)C=C(OC)C=C2OC(C3=CC(OC)=C(OC)C(=C3)C4=C(OC)C=C(O)C=5C(=O)CC(OC54)C6=CC=C7OCOC7=C6)C1
NPBS058494,CO[C@H]1C[C@@H](O[C@H]2CC[C@@]3(C)C(=CCC4(O)[C@@H]3C[C@@H](OC(=O)c3ccccc3)[C@]3(C)[C@H](C(C)=O)CC[C@]43O)C2)O[C@H](C)[C@H]1O[C@@H]1C[C@H](OC)[C@H](O[C@@H]2C[C@@H](OC)[C@H](O)[C@@H](C)O2)[C@@H](C)O1
NPBS058495,CC(=O)c1cc(C(C)=O)c2c(c1)C(=O)CC(C)(C)O2
NPBS058496,CCC=CC=CC(O)CC=CCCCCCCCC(=O)O
NPBS058497,C[C@@]12C[C@@H](c3ccoc3)OC(=O)[C@H]1CC[C@@]1(C)C(=O)C=CC[C@@H]21
NPBS058498,C[C@H]([C@H]1CC[C@@H](C)CN1)[C@H]1[C@@H](O)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
NPBS058499,C=C1C(O)CC2C3C1C2(C)CCCC3(C)C
NPBS058500,COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1
NPBS058501,CC(C)=C/C=C/[C@]1(C)CCC[C@@H](C)[C@]12Cc1cc(O)ccc1O2
NPBS058502,O=C1OC=2C=C(OCC=C(C)CCC=C(C)COC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(OC)=CC2C=C1
NPBS058503,CSC1=CC(=O)C(SC)=C(SC)C1=O
NPBS058504,O=C(O)C=Cc1c(O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O
NPBS058505,O=C(O)C(NC(=O)C=CC=CC=CCCCC(O)CC1OC(CC(O)C1(C)C)C(OC)NC(=O)C(O)C2(OC)OC(C)C(C(=C)C2)C)CCCNC(=N)N
NPBS058506,COC(=O)C1CCCC2(C)C(CCC3=CC(=O)OC3O)C(C)=CCC12
NPBS058507,O=C1OCC(OC2OC(C)C(N(C)C)C(O)C2)C=3C#CC4=CC(OC=5C=CC(=NC5Cl)CC1N=C(O)C=6C=C7C(OC)=C(OC)C(OC(C)C)=CC7=CC6O)C(OC8OC(C)C(O)C(O)(C)C8)C94OC9C#CC3
NPBS058508,O=C(O)CC(c1ccc(O)cc1)c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(/C=C/c2ccc(O)cc2)oc1=O
NPBS058509,CCCS(=O)SC
NPBS058510,O=C1OC(C(=O)CC(C(=O)CC2OC3(OC4CCC(OC4(C)CC3)C5OC5C(O)C(O)(C(=C1)C)C)C(C)C2)C)CC=CC=CNC(=O)CCC
NPBS058511,CC1=CC(O)CC(C)(C)C12CCC(C)O2
NPBS058512,C=C(C=CC=C(CCC=C(C)C)COC(C)=O)C1CCC2(C(CCCOC(=O)CCCCCCCCC)C(=C(C)C=O)CCC2(C)O)C1O
NPBS058513,C=C1[C@H](OC(=O)C(C)C)[C@@H](O)C(=O)C(C)(C)C=C[C@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)CC)[C@@H]2[C@H]1OC(=O)C(C)C
NPBS058514,[2H]CC1(C[2H])CCC[C@@]2(COC(C)=O)[C@H]1CCC1(C[2H])[C@@H]3C[C@H](OC(C)=O)[C@@H]([C@@H](C(C)=O)C(=O)OC)[C@@]3(C)[C@H](O)C[C@@H]12
NPBS058515,OCC1(C)CCCC2(C)C3C(O)CC2(C)C(O)C31
NPBS058516,COc1cc(O)c([C@@H]2CC(=O)c3c(O)cc(OC)c(CC=C(C)C)c3O2)c(O)c1
NPBS058517,O=C(O)CCCCCCCCCCC1CCCCC1
NPBS058518,C[C@H]1OC(=O)c2c(O)cccc2[C@H]1O
NPBS058519,CC(=O)O[C@@H]1[C@@H](OC(=O)c2ccccc2)[C@]2(C)[C@H](OC(=O)c3ccccc3)C[C@@H]3[C@@H](OC(C)=O)[C@@]2(OC3(C)C)[C@](C)(O)[C@@H]1O
NPBS058520,COC1=C2Oc3ccc(cc3)C[C@H]3CC(=O)[C@@H](CC(C=C1)C2C)C(=O)N[C@H](C)C(=O)N1C(=O)CC[C@H]1C(=O)N(C)[C@@H](Cc1ccc(OC)cc1)C(=O)N[C@@H](C)C(=O)N3C
NPBS058521,CC1(C)CCC[C@@]2(C)[C@@H]3CC[C@]4(C)[C@@H](OC[C@@H]4O)C3=CC[C@H]12
NPBS058522,COc1cc([C@H](OC(C)=O)[C@@H](COC(C)=O)Oc2c(OC)cc(-c3cc(=O)c4c(OC(C)=O)cc(OC(C)=O)cc4o3)cc2OC)ccc1OC(C)=O
NPBS058523,CCC1=CCCCC1
NPBS058524,CCC(C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)C(C)CC)C)C(C)C
NPBS058525,O=C1C=C(CO)C(C)(C1)C2(C)CC=C(C)CC2
NPBS058526,CCCC[C@@H]1OC(=O)C2=C1CC[C@H](O)[C@H]2O
NPBS058527,C[C@@H]1C[C@H](O)[C@H]2C(C=O)=CO[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]12
NPBS058528,CC(=O)O[C@H]1[C@H](O[C@H]2CC[C@]34CC35CC[C@]3(C)[C@@H]([C@@]6(C)CC[C@@H](C(C)(C)O)O6)[C@@H](O)C[C@@]3(C)C5C[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C4C2(C)C)OC[C@@H](O)[C@@H]1O
NPBS058529,O=C1OC2=C(OC3=C1C(=CC(O)=C3C)C(=CC)C)C(=CC(O)=C2C)C(=CC)C
NPBS058530,C[C@H]1[C@@H]2C(=O)OC2[C@H](O)[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)C5CC[C@]43C)[C@H]12
NPBS058531,CCC[C@@H](CCCCCCCCCC(=O)O)O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O
NPBS058532,OC1CC(O)C2(C)C3CCC4(C)C(CC(O)C4C(C)CCC(=C)C(C)C)C3CC(O)C2(O)C1
NPBS058533,C=CC(C)(CC[C@@]1(C)[C@H](C)C[C@H](O)[C@@]2(C)C(C)=CCC[C@H]12)O[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
NPBS058534,C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)[C@]34CCC(C)(C)C[C@@H]3C3=CC[C@@H]5[C@@]6(C)C[C@H](O)[C@H](O[C@@H]7O[C@H](CO[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)C6CC[C@@]5(C)[C@]3(C)C[C@H]4O)OC[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
NPBS058535,O=C1CCC2(C)C(C1)CCC3C4CCC(C(C=CC(CC)C(C)C)C)C4(C)CCC32
NPBS058536,COC(=O)C1(C)C=CCC2(C)C(CCC(C)CC(C)OC(=O)CC(=O)O)C(C)(O)CCC12
NPBS058537,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
NPBS058538,O=[As](C)(C)CC1OC(OCC2OC(OC2)(C)C)C3OC(OC13)(C)C
NPBS058539,CC[C@H]1[C@@]2(C(=O)C(=C(O2)[C@H](CC(C([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)OC)C)O[C@H]4[C@@H]([C@H](CC(O4)C)N(C)C)O)(C)O)C)C)C
NPBS058540,CC(=O)OC[C@]12[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@H](C)[C@]13C[C@@H]([C@@H](OC(C)=O)[C@@H]2OC(=O)c1ccccc1)C(C)(C)O3
NPBS058541,C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CCC5(O)[C@@H]4CC[C@@H]3C2)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
NPBS058542,C=C1C(=O)O[C@H]2CC(C=O)=CCCC(COCC(C)C)=CC[C@H]12
NPBS058543,CCCCCC(C)(C)C(C)C
NPBS058544,CCCCc1ccc(C(=O)O)nc1
NPBS058545,CC(C)(O)[C@@H]1CC[C@H]([C@H]2CCC3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56CC46CC[C@]23C)[C@H]1O
NPBS058546,CC(=CCC[C@](C)(O)[C@H]1CC[C@@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CCC(=O)C(C)(C)C3CC[C@]12C)CO
NPBS058547,COc1cc2c(cc1O)[C@H](C)N(C)CC2
NPBS058548,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O[C@@H]2O[C@H](COC(=O)C=Cc3ccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
NPBS058549,Cc1cc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
NPBS058550,C=CC(C)(CC/C=C(\C)CCC=C(C)C)c1ccc(Oc2cc(C(C)(C=C)CC/C=C(\C)CCC=C(C)C)cc(O)c2O)c(O)c1
NPBS058551,CCCCCCC(C)C1CCCCC1=O
NPBS058552,O=C1C=CC(C=CC)C(C1O)C(O)C(=O)C
NPBS058553,CCCCCCCCCC=CCCC=CC(O)C(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)C(O)CCCCCCCCCCCCCC
NPBS058554,CSS(C)=O
NPBS058555,O=C1CCc2cc3c(cc2O1)OCC3
NPBS058556,C[C@H]1[C@H]2[C@@H](O[C@@]13OC[C@H](C)C[C@@H]3O)[C@@H](O)C1C3CC=C4CC(O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)CC[C@]4(C)C3CC[C@@]12C
NPBS058557,CC(=O)C(=O)Nc1ccccc1C(N)=O
NPBS058558,COc1c2ccoc2c(OC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)O)c2oc(=O)ccc12
NPBS058559,CCC/C=C\CCCCCCCC/C=C/C=C/C(=O)N1CCCCC1
NPBS058560,O=C(CC(O)(CC(=O)N[C@@H](CCCCN(O)C(=O)/C=C/c1ccccc1)C(=O)O)C(=O)O)N[C@@H](CCCCN(O)C(=O)/C=C\c1ccccc1)C(=O)O
NPBS058561,COc1ccc(C=Cc2ccc(OC)cc2)cc1
NPBS058562,C=C(C)[C@@H](OC(C)=O)[C@@H](C[C@H](C)[C@H]1CC[C@@]23C[C@]12CCC1[C@@]3(C)[C@@H]([C@@]2(OC(C)=O)O[C@H](CO)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]2OC(C)=O)CC2C(C)(C)C(OC(C)=O)CC[C@@]21C)OC(C)=O
NPBS058563,O=C1C=CC2(C3=COC4=CC(O)=CC=C4C3=O)C=5C=C(C=CC5OC2C1)C6=COC7=CC(O)=CC=C7C6=O
NPBS058564,COc1ccc(/C=C/C(=O)c2ccc(O[C@@H]3O[C@H](CO[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2O)cc1O
NPBS058565,COc1c(O)ccc2c1C(=O)N1CCc3cc4c(cc3[C@@H]1C2)OCO4
NPBS058566,C=C1CCCN(CCl)CCC1Cl
NPBS058567,O=C(OC1=CC=C(C=C1OC)C2OC=3C=C(O)C=C(O)C3C(=O)C2)C(C)C
NPBS058568,O=C(OC1CCC2(C)C(OC1(C)C)CCC(OC(=O)C)(C)C2CCC3(C)C(C)CCC4OC(C)(C)C5(O)OC43CC5)C
NPBS058569,O=C(O)CCCCC=CC1C2OC(CC=CCC)C1CC2O
NPBS058570,O=C1C=C2CCC3C4C(C(=O)C3C2(C)CC1)=C(C)C5(OC6CC(C)CNC6C5C)CC4
NPBS058571,CC(CCCC(C)COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@]2(C)O)CCOC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1C[C@H](O)[C@H]2C
NPBS058572,C[C@]12CCCC[C@@H]1C[C@H](O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CCC12O
NPBS058573,CC[C@H](C)c1nc(OC)c([C@H](O)c2ccc(O)cc2)n(OC)c1=O
NPBS058574,C=Cc1c(O)c(C)cc2c1-c1ccc(O)c(C)c1CC2
NPBS058575,O=N1(C)CCC23C4=C5OC3C(OC)=CC=C2C1CC4=CC=C5OC
NPBS058576,O=c1c(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
NPBS058577,O=C1C2=C(O)C=C(OC)C=C2OC3COC4=CC(OC)=C(OC)C=C4C13O
NPBS058578,CC[C@]1(C[C@@H](C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C=CC(=C4C3=O)O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7CCC(=O)[C@@H](O7)C)O)N(C)C)O
NPBS058579,O=C1c2ccccc2C(=O)c2c1ccc(O[C@@H]1O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)c2O
NPBS058580,Oc1ccoc1O
NPBS058581,CCCCCCC(O)CCCCCC/C=C/C(O)C(O)C(O)C(NC(=N)N)C(=O)O
NPBS058582,COc1ccc2c(c1)C(CO)C(c1cc(O)c(C=CC=O)cc1OC)O2
NPBS058583,C/C=C/[C@@H]1C=CC(=O)[C@@H]([C@H]1C(C(=O)C)O)O
NPBS058584,CC1=CC(=O)[C@@H](O)[C@@]2(C)C1=CC(=O)[C@@]1(C)[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@H]21
NPBS058585,C=C(CC[C@H]1C(=C)CCC2C(C(=O)OC)C(O)CCC21C)C(O)CO
NPBS058586,CC1=CC(=O)[C@H](C(C)C)OCC(=O)C(C)=CCC1
NPBS058587,O=C(OC1C(OCC2OC(OC3=CC=4OC(=CC(=O)C4C(O)=C3OC)C=5C=CC(OC)=CC5)C(O)C(O)C2O)OC(C)C(O)C1O)C
NPBS058588,C#CCCCCC#C
NPBS058589,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC4=CC(O)=C(OC5OC(CO)C(O)C(O)C5O)C(O)=C14)C=6C=CC(O)=CC6
NPBS058590,CC(=CCO)[C@@H]1C[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1
NPBS058591,O=C(OC1C(=CC2OC(=O)C3(OC23C(O)C4C5(OC5CC(OC(=O)C)C4(C)C(OC(=O)CCC)C1)C)C)C)C
NPBS058592,CC(CCCCN(O)C(=O)/C=C\c1ccccc1)(NC(=O)CC(O)(CC(=O)NC(CCCCN(O)C(=O)/C=C/c1ccccc1)C(=O)O)C(=O)O)C(=O)O
NPBS058593,C/C=C(/C)C(=O)OC1CC2(C)C3C(=CCC2C(C)(C)C1OC(=O)C(C)CCC)COC3O
NPBS058594,O=C(/C(O)=C/c1ccccc1)c1c(O)cc(O)cc1O
NPBS058595,CC=CC(O)CCCC
NPBS058596,CC(=CCC/C(=C/CC[C@]1([C@H](CC2=C(C=C3C(=C2O1)CNC3=O)O)O)C)/C)C
NPBS058597,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@]1(C)[C@@H]2[C@H](CO)CC[C@H]1O
NPBS058598,O=C(OC1Cc2c(O)cc(O)c([C@H]3c4c(O)cc(O)c([C@H]5c6c(O)cc(O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)cc6O[C@H](c6cc(O)c(O)c(O)c6)[C@@H]5OC(=O)c5cc(O)c(O)c(O)c5)c4O[C@H](c4cc(O)c(O)c(O)c4)[C@@H]3O)c2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
NPBS058599,CC(C)=C[C@H]1C[C@H]([C@H]2CC[C@@]3(C)[C@@H]4CCC5C(C)(C)[C@@H](O)CC[C@@]56CC46CC[C@]23C)[C@H](O)O1
NPBS058600,C[C@H]1CC[C@H]2[C@@H](C)C(=O)O[C@H]2[C@]2(C)C(=O)[C@H](O)C[C@@H]12
NPBS058601,CC1(C)C[C@@H](O)[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)C5CC[C@]43C)[C@H]2C1
NPBS058602,CC1=C[C@H](O)[C@H](C(C)C)C[C@H]1O
NPBS058603,CC[C@H](C=C[C@@H](C)[C@H]1CCC2C3CC=C4CC(O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)C3CC[C@@]21C)C(C)C
NPBS058604,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(CO)[C@@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CCC43O)C2)[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
NPBS058605,COc1c(C)c(O)c(Cc2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@@H](O)C3)c(O)c1C(=O)C(C)C
NPBS058606,COc1cc2c(cc1O)CCN1[C@H]2Cc2ccc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c(O)c2[C@H]1Cc1ccc(O)cc1
NPBS058607,CC1(O)CC(=O)c2c(cc3ccc(-c4c5c(c(O)c6c(O)cccc46)C(=O)CC(C)(O)C5)c(O)c3c2O)C1
NPBS058608,CC(C)=CCCC(C)(O)/C=C/C/C(C)=C/CCC1(C)C=Cc2cc(O)cc(C)c2O1
NPBS058609,COCc1coc2cc3c(c(C)c12)[C@@H](C)[C@H](O)CC3
NPBS058610,CCCCCCCCCCCCCCCCCCCCCCCCC/C=C\C(=O)O
NPBS058611,O=C1OCC2C1(O)CCC3C(C)(C)CCCC23C
NPBS058612,CC(=O)/C=C/[C@@]1(O)[C@H](C)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1(C)C
NPBS058613,OC1CCC2(C)C(CCC3C4C=CC(C(C)CCCC(C)C)C4(C)CCC32)C1
NPBS058614,CN[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@H]2[C@H](O)C[C@@H](n3ccc(NC(=O)c4ccc(NC(=O)[C@@H](C)N)cc4)nc3=O)O[C@@H]2C)O[C@@H]1C
NPBS058615,Oc1nc2ccccc2s1
NPBS058616,COC(=O)C[C@]1(C)CC[C@@H]2[C@](C)(CC[C@@H]3[C@@](C)(COC(=O)C=C(C)C)CCC[C@]32C)O1
NPBS058617,CCCCC(CO)SC
NPBS058618,COc1ccc(C[C@@]2(O)COC(=O)[C@@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC
NPBS058619,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC3=CC(OC4OC(C)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)=CC(O)=C13)C=6C=CC(O)=C(O)C6
NPBS058620,O=S(=O)([O-])OCC(CCCC(C)C)C1CCC2C3C(=CCC21C)C4(C)CCC(OS(=O)(=O)[O-])C(O)C4CC3
NPBS058621,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)CCC(=O)[C@@H](C)[C@H]21
NPBS058622,C=C1C(=O)OC2/C=C(/CO)CC/C=C(/C=O)C(OC(=O)C(C)CC)C(O)C12
NPBS058623,C=CCCCCCCCCCCCCCCCCCC(OC(CCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCc1cc(OC)cc(OC)c1O)C(CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC
NPBS058624,CCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CCCC)OC(C)=O
NPBS058625,O=C1C(OC2OC(C)C(OC3OCC(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)=C(OC=5C=C(O)C=C(O)C15)C=6C=CC(O)=C(O)C6
NPBS058626,O=C(OC1=CC(O)=C2C(OC(C3=CC(O)=C(O)C(OC(=O)C4=CC(O)=C(O)C(O)=C4)=C3)C(O)C2)=C1)C5=CC(O)=C(O)C(O)=C5
NPBS058627,C[C@H]1C[C@H](O)[C@H]2[C@H]1C[C@@H]1CC[C@]2(C)OC1(C)C
NPBS058628,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H]5O)CC[C@]34C=O)C1(O)CC[C@@H]2C1=CC(=O)OC1
NPBS058629,CCC/C=C/C=C/C=C(\C)/C1C(C(C(CO1)C)O)O
NPBS058630,C=CC(=C)CCC(O)C(=C)C
NPBS058631,O=C1C2=C(OC)C(OC)=CC=C2CC3C4=CC(O)=C(OC)C=C4CCN13
NPBS058632,CC(C)=CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CCC4C(C)(C)C(=O)CC[C@@]45CC35CC[C@]12C
NPBS058633,CC(O)CCc1ccccc1
NPBS058634,COc1cc(-c2[o+]c3cc(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3cc2O[C@@H]2O[C@H](COC(=O)C=Cc3ccc(O[C@@H]4O[C@H](COC(=O)C=Cc5ccc(O)c(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)c5)[C@@H](O)[C@H](O)[C@H]4O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](COC(=O)C=Cc3ccc(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3)[C@@H](O)[C@H](O)[C@H]2O)ccc1O.[Cl-]
NPBS058635,O[C@@H]1Cc2cc3c(cc2[C@@H]2NCc4c(ccc5c4OCO5)[C@H]12)OCO3
NPBS058636,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
NPBS058637,O=C(OO)C1C(O)C(=O)OC1C(=O)OCCCCCCCCCCCC
NPBS058638,CC(=O)c1ccc(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc1
NPBS058639,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OCCc2ccc(O)cc2)[C@H]1CC(=O)O
NPBS058640,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(OC4=CC(=CC=C4O)C5OC=6C=C(O)C=C(O)C6C(=O)C5O)C=C3)C1O
NPBS058641,O=C(Oc1c(O)cc([C@H]2Oc3cc(O)cc(O)c3C[C@H]2O)cc1O)c1cc(O)c(O)c(O)c1
NPBS058642,O=C(O)C=1C(O)=C2C(C=CC3=C(O)C=4C(=O)C=5C(O)=CC(O)=CC5C(C4C=C32)(C)C)=CC1CCCCC
NPBS058643,CC[C@H]1CCC[C@H](C(=O)NCCC[C@H]([C@@H](CC1)O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)C)O)N)O)CC)CC
NPBS058644,COc1cc(C=CC(=O)OC[C@H]2O[C@@H](O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3OC3CC[C@@]4(C)C(=CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C(C)=O)CC(O)C54O)C3)[C@H](O)[C@@H](O)[C@@H]2O)cc(OC)c1O
