Identifier,SMILES
NPBS095237,O=C1C=C(OC2=CC(O)=C(OC3OC(CO)C(O)C(O)C3O)C(O)=C12)C=4C=CC(O)=C(OC5OC(C)C(O)C(O)C5O)C4
NPBS095238,O=C(OC1C(=O)OC2CC3C(=C(O)C(=O)CC3(C)C4C(O)C(O)C5(OCC24C15)C(=O)OC)C)C=C(C)C
NPBS095239,COC(=O)c1cc2c(cc1O)[nH]c1ccccc12
NPBS095240,COc1cc(OC)c2ccc(=O)oc2c1CC1OC1(OC)OC
NPBS095241,CC(=O)O[C@@H]1[C@@H](CO)O[C@@H](O[C@H]2[C@H](O)[C@@H](C)O[C@@H](OC3CC[C@@]4(C)C(CC[C@]5(C)C4C=CC46OC[C@@]7(CCC(C)(C)C[C@H]47)[C@@H](O)C[C@]65C)C3(C)CO)[C@@H]2O)[C@H](O)[C@H]1O
NPBS095242,CCCCCCCCCCCCCCC(O)C1CCC(C(O)CCCCCCCCCCC2=C[C@H](C)OC2=O)O1
NPBS095243,COc1ccc(-c2coc3cc(OC)ccc3c2=O)c(O)c1
NPBS095244,CC(=O)OCCCC(C)C(CCC(C)=CCCC1=C(C)CC[C@]2(C)CCC(C)(C)C[C@@H]12)=C(C)C
NPBS095245,O=C(OC)CN=C(O)C=1C(O)=C(C(O)=C(C1C)C)C
NPBS095246,CCCC/C=C\CCCCCCCc1cc(=O)c2ccccc2n1C
NPBS095247,C[C@H]1CC=CC(C)(C)CC(=O)[C@H](C)CCC1=O
NPBS095248,O=C1C(OC2OC(C)C(O)C(O)C2OC3OC(C)C(O)C(O)C3O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=CC5
NPBS095249,O=C(O)N1C=C(C=2C=CC(Br)=CC21)S(=O)(=O)C3=CNC=4C=C(Br)C=CC43
NPBS095250,CC(C)C[C@](CC(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
NPBS095251,O=C(C=Cc1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](OC(=O)C=Cc2ccc(O)cc2)[C@@H]1O
NPBS095252,CC(=O)O[C@@H]1[C@@H](C)[C@H](C)[C@H]2C3=CC[C@@H]4[C@]56CC[C@@](O)(OC5)C(C)(C)C6CC[C@@]4(C)[C@]3(C)CC[C@@]2(C=O)[C@@H]1O
NPBS095253,O=C1C(O)=C(C(=O)C(O)=C1C2=CNC3=C2C=CC=C3C(C=C)(C)C)C4=CN(C=5C=CC=CC45)C(C=C)(C)C
NPBS095254,CC[C@@H](O)C(=O)O[C@@H]1C[C@]2(O)[C@H](O)CC3C4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CCC3[C@@]2(C)CC1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
NPBS095255,OC1C2=C3OCOC3=CC=C2CC41C5=CC(OC)=C(OC)C=C5CCN4C
NPBS095256,OC1=NC(C2=NC(C(O)=NC(C3=NC(C(O)=NC(C4=NC1=CS4)C)CO3)C(C)C)=C(O2)C)C(C)CC
NPBS095257,C=C[C@@]1(C)CC[C@H]2[C@@](C)(CC[C@@]3(C)[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C)[C@@H]1CCC(=O)O
NPBS095258,O=C1OC=2C=C(OS(=O)(=O)[O-])C(OC)=CC2C=3C(C4=CC=C(OC)C(O)=C4)=C5C=6C=C(OC)C(O)=CC6CCN5C13
NPBS095259,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C4OC(CO)C(OC4=C3)C5=CC=C(O)C(OC)=C5)C1O
NPBS095260,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](OC[C@H]3O[C@@H](O[C@H]4[C@@H](O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@@H]6O)[C@H]5O)[C@@H](CO)O[C@@H](O[C@H]5[C@@H](CO)O[C@@H](O[C@H]6[C@@H](CO)O[C@@H](O[C@H]7[C@@H](CO)O[C@@H](O[C@H]8[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@H]8O[C@H](CO)[C@@H](O)[C@@H]8O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@@H]7O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O)[C@@H]7O)[C@@H]6O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O
NPBS095261,O=C(OC1C(O)C2=C(C)C(O)CC2(C(OC(=O)C)C3C4(OC(=O)C)COC4CC(OC(=O)C)C13C)C(O)(C)C)C=5C=CC=CC5
NPBS095262,CCC(C)CCCCCCCCCCCCCCCCCCCCCCCCCCO
NPBS095263,C[C@@H]1O[C@@H](O[C@H]2[C@H](OC(=O)[C@]34CCC(C)(C)C[C@@H]3C3=CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)C6CC[C@@]5(C)[C@]3(C)C[C@H]4O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
NPBS095264,CCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)CO
NPBS095265,C/C(C[C@@H](O)[C@](C)(O)[C@H]1CCC2(O)[C@@H]3CC=C4[C@@H](O)C=CC(=O)[C@]4(C)[C@H]3CC[C@]12C)=C1/COC1=O
NPBS095266,COc1ccc(/C=C/C(=O)N2CCCCN3CCCN(C3)[C@H](c3ccccc3)CC(=O)NCCC2)cc1OC
NPBS095267,COC(=O)c1coc(-c2cc(O)ccc2O)c1
NPBS095268,C=C1C(=O)O[C@@H]2C=C(C)CCC=C(C=O)C[C@@H](OC(=O)C(C)=CC)[C@@H]12
NPBS095269,OC1CCC2(C)C3C(=CCC2C1)C4CCC(C(C)CCC(O)(C=C)C(C)C)C4(C)CC3
NPBS095270,Cc1cc(O)c2c(c1)[C@@H]([C@H]1O[C@H](OC(=O)c3ccccc3)[C@@H](O)[C@@H](O)[C@@H]1O)c1cc(O)cc(O)c1C2=O
NPBS095271,C=C(C)C(O)Cc1c(OC)ccc(C(=O)C=Cc2ccc(O)cc2)c1O
NPBS095272,CC1=CC[C@@H]2[C@H](OC=O)[C@H]1C2(C)C
NPBS095273,O=C(OC1CCC2(C)C(CCC3(C)C2CC=C4C5CC(C)(C)CCC5(CO)CCC43C)C1(C)C)C=CC6=CC=C(O)C=C6
NPBS095274,C/C=C\C=C\CC(CO)(/C=C/C)O
NPBS095275,OCC1OC(OC2C(O)C(O)C(OC2CO)OC(C)(C)C3CCC4(C)C3C(O)CC5(C)C4CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(C)C7CCC65C)C(O)C(O)C1O
NPBS095276,CC=CC=CC=CCC
NPBS095277,O=C(OCC12CN(CC)C3C45OCOC65CC(OC)C7CC(C6C7OC)C3(C(OC)CC1)C2C4OC)C=8C=CC=CC8N9C(=O)CC(C9=O)C
NPBS095278,CC(C)=C[C@@H]1C[C@H](C)[C@@H]2CCC(C)=C[C@@H]2O1
NPBS095279,CC(=O)NCN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2
NPBS095280,O=C(C1=CC=C(OC)C=C1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)C
NPBS095281,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(O)c3O2)cc1
NPBS095282,O=C(OCC)C=CCCCCC1OC2(OC1C(O)CC2)CCCCCCCCCCCCCCCOCC(N)COS(=O)(=O)O
NPBS095283,O=C(OC1CCC2(C)C3CC=C4C5CC(C)(C)CCC5(CO)CCC4(C)C3(C)CCC2C1(C)CO)C=CC6=CC=C(O)C(O)=C6
NPBS095284,O=C(OCC12C3=CC(O)=C(C=C3CCC1C(C)(C)CCC2)C(C)C)C
NPBS095285,O=C(OC1C(O)C(OC(=O)C)C(OC1C)OC2C3OC3(CO)C4C(OC=CC24)OC5OC(CO)C(O)C(O)C5O)C=CC6=CC=C(OC)C=C6
NPBS095286,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@@H]4C4=CC[C@@H]6[C@@]7(C)CCC(=O)[C@@](C)(CO)C7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
NPBS095287,OC1CC(OC(C)C1OC2OC(C)C(O)C(OC)C2)OC3C(OC)C=COC3C
NPBS095288,O=C1OC(C)CC(C=C(C)CC(C(=O)NC(C(=O)N(C)C(C(=O)NC1C)CC2=CC=C(O)C(Cl)=C2)C)C)C
NPBS095289,CCCCCCC[C@H](CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)N)C(=O)N[C@@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)[C@@H](C)CC)C)O
NPBS095290,OCCCCCCCO
NPBS095291,O=CC1(C)C(O)CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(C)CCC5(C(=O)OC6OC(C)C(OC(=O)C)C(OC7OC(CO)C(O)C7O)C6OC8OC(C)C(OC9OCC(O)C(O)C9O)C(O)C8O)CCC43C
NPBS095292,O=CC(=C1CCC(O)(C)C2(CCC(C(=CC=CC(=C)CCC=C(C)C)CO)C2O)C1CCCO)C
NPBS095293,O=C1C=C2OC(OC)C3C4=CC=C(OC)C=C4OC3C2(O)CC1
NPBS095294,CCCCCCCCCCCCCCCCCCCCC/C(CCCCCCCCCCCCCO[Si](C)(C)C)=N\OC
NPBS095295,O=C1C=C2CCC(=C(C)C)CC2(C)C(C)C1
NPBS095296,COc1cc([C@@H]2Oc3c(OC)cc(C=O)cc3[C@H]2C)ccc1O
NPBS095297,O=C(C1=CC=C(O)C=C1)C=2N=CC(=NC2C(=O)C3=CC=C(O)C=C3)C4=CC=C(O)C=C4
NPBS095298,OCC(C)C(O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
NPBS095299,COc1ccc(C(=O)O)c(OC)c1
NPBS095300,CC(C)=CCc1c(O)ccc(C(=O)[C@@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4)c3O)C=C(C)C[C@H]2c2ccc(O)cc2)c1O
NPBS095301,O=C(OC1C2C3(OC(=O)C)COC3CC(OC(=O)C)C2(C)C(OC(=O)C)C(O)C4=C(C)C(OC(=O)C)CC1(O)C4(C)C)C=5C=CC=CC5
NPBS095302,OC1CC2(C)CN3C4C(O)C56CC(=C)C7CC6C3C(C1)(C5C7O)C42
NPBS095303,CC(C)=CCCC(C)=CCc1c(O)c(O)cc2c1oc1c3ccc(O)cc3oc(=O)c21
NPBS095304,CC1C(O1)/C=C(\C)/C(=O)[C@@H](/C=C/C=C/C2=C(C(=CC=C2)O)C(=O)O)[C@H](C)OC
NPBS095305,OCC1OC(OC2C(O)C(O)C(OC(CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC)OC2CO)C(O)C(O)C1O
NPBS095306,O=C1OCC2(OC34C(OC(=O)C5=COC=C5)C2C(OC(=O)C=6C=NC=CC6)C(OC(=O)C)C4(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C(OC(=O)C(C)C(C7=NC=CC=C17)C)C3(O)C)C
NPBS095307,CC1=C2/C=C(/C)[C@@H](C)CC[C@H](C)[C@H]2CC1=O
NPBS095308,COc1cc(C(=O)OC[C@H]2O[C@@H](OCC(CO)Oc3ccc(CCCO)cc3OC)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O
NPBS095309,O=C1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C5(OC(O)(CC5)C(O)(C)C)C)C1(C)C
NPBS095310,CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCO[Si](C)(C)C
NPBS095311,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=CC[C@@H]3[C@H]3CO[C@@H](C(C)(C)O)C(=O)C3)C12C
NPBS095312,O=C1OC(C=CC=2C=CC=CC2)CC(OC)=C1
NPBS095313,CC(=CCC[C@@H](CO)[C@H]1CC[C@@]2([C@@]1(CC=C3C2=CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)C)C)C
NPBS095314,O=C1OC(C)C(C)CCC=C(C)C(OC2OC(CO)C(O)C(O)C2O)C=CC(O)(C=C1)C
NPBS095315,COc1cc(C=CC(=O)OCC2CCCN3CCCCC23)ccc1O
NPBS095316,COc1cc(C[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O
NPBS095317,COC(=O)C(=Cc1ccc2c(c1)OCO2)C(=Cc1ccc2c(c1)OCO2)C(=O)OC
NPBS095318,CCCCC[C@H]1CCCCCCCCCC(=O)O[C@@H]2[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)[C@H](C)O[C@@H](O[C@H]3[C@@H](O[C@H](COC(=O)[C@@H](C)CC)[C@@H](O)[C@@H]3O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](C)O[C@H]3O1)[C@@H]2OC(=O)[C@H](C)[C@@H](C)O
NPBS095319,O=C1OC=2C(OC3OC(CO)C(O)C(O)C3O)=C(O)C(OC)=CC2C=C1
NPBS095320,OC1CCC2(C)C3CCC4(C)C(CCC4C3CC5OC52C1)C(C=CC(C)C(C)C)C
NPBS095321,O=C(OC)C(=COC)C(=CC=CC1=CC=C2OCC(OC(C=C)(C)C)C(OC2=C1)(C)C)C
NPBS095322,C1=C\CCCC2(/C=C\CC/1)CC2
NPBS095323,CC1=CC[C@]23CC[C@H](C)[C@@H](C(C)=CO2)[C@@H]3C1
NPBS095324,O=C1C(OC2OCC(O)C(O)C2O)=C(OC3=CC(OC)=CC(O)=C13)C=4C=CC(OC)=C(OC)C4
NPBS095325,O=CC(=C1CCC(O)(C)C(C)(CCC=C(C)CCC=C(C)CC(O)C2OC2(C)C)C1CCCO)C
NPBS095326,O=C(OC)C=C(OC)C(C)C(OC)C=CC=1N=C(SC1)C=2N=C(SC2)C3(OC3)C
NPBS095327,O=C1OC2C(C)C(OC3(OC(CC(O)C)C(C)CC3)C2C)CCC(C=CC=CCC(C)C(O)C(O)(C(=O)C(C)C(O)C(C(=O)C(C)C(O)C(C=C1)C)C)C)CC
NPBS095328,O=C(O)C1=CC(=CC=[N+]2CC(O)CC2C(=O)[O-])CC(N1)C(=O)O
NPBS095329,O=C(O)C1=C(C)C2CCC3=C(O)C(=CC=C3C2(C)CC1)C(C)C
NPBS095330,O=C(O)C1=CC(=CC=[N+]2C3=CC(O)=C(O)C=C3CC2C(=O)[O-])CC(N1)C(=O)O
NPBS095331,O=C(O)CC1N=C(O)C(N=C(O)C(N=C(O)C(N=C(O)C2N(C(=O)C(N=C(O)C(N=C(O)C(N=C(O)C(N=C(O)C(N=C1O)CC3=CNC=4C=CC=CC43)C(C)C)CCCN)CC(C)C)CC5=CC=C(O)C=C5)CCC2)CC=6C=CC=CC6)CC=7C=CC=CC7)CC(=N)O
NPBS095332,COc1ccc(/C=C/C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)cc1
NPBS095333,O=C(OC1CC2(C)C3C(O)CC4C(=C)C(=O)C3(CC(OC(=O)C)C2C(C)(C)C1OC(=O)C)C4)C
NPBS095334,O=CC=1C(O)=C(C(=O)CC(C)C)C(O)=C(C1O)CC2=C(O)C(C(=O)C(C)C)=C(OC)C(=C2O)C
NPBS095335,CC(C)CC[C@@H]1C2=C(C[C@@H](O1)CC(=O)O)C=C3C(=C2O)C(=O)C(=C(C3=O)NC)SCC(C(=O)O)NC(=O)C
NPBS095336,C/C(=C\CC[C@H](C)c1ccc(C)cc1)COC=O
NPBS095337,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)CC
NPBS095338,COc1ccc(C2OC[C@@H]3[C@@H](c4ccc5c(c4)OCO5)OC[C@H]23)cc1OCC=C(C)C
NPBS095339,CC=C(C)C(=O)OC1C(OC(=O)C(C)CC)C(O)C2(C)C3C(=O)C=C(C)C2C3C1(C)C
NPBS095340,CSc1cccnc1
NPBS095341,CC1(C[C@H]2[C@@H]1C[C@H](OC(=O)C2=C)C(C)(C=C)O)C
NPBS095342,CC(=O)O[C@@H]1[C@@H](OC(=O)c2ccccc2)[C@]2(C)[C@@H](C(C)=O)CC[C@]2(O)C2(O)CC=C3C[C@@H](O)CC[C@]3(C)[C@@H]12
NPBS095343,O=C(OC1C(=C)C2C3OC(=O)C(=C)C3CCC(=C)C2C1)C=C(C)C
NPBS095344,O=C1OC2OC34C(=O)OC5CC(C(C)(C)C)C2(C1O)C54CC6OC(=O)C(C)C63O
NPBS095345,O=C(OC1CC(=CC2OC(=O)C3(OC23C(OC(=O)C)C4C(C(=O)C=CC4(C)C1OC(=O)C)C)C)C)C
NPBS095346,COC1=CC(=C2C(=C1)C=C(OC2=O)C[C@H](C(=O)O)O)O
NPBS095347,CC1=C[C@@]2([C@H]([C@]3(CO2)[C@H]4CCC(=C)[C@@H]3C4)O)OC1=O
NPBS095348,O=C(OC1OCC(O)C(O)C1OC2OC(C)C(OC3OCC(O)(COC4OC(C)C(O)C(O)C4O)C3O)C(O)C2O)C56CCC(C)(C)CC6C7=CCC8C9(C)CC(O)C(OC%10OC(CO)C(O)C(O)C%10O)C(C)(CO)C9CCC8(C)C7(C)CC5O
NPBS095349,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CCC2(O)C3=CC(=O)[C@@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
NPBS095350,Oc1cc(O)c2cc(O[C@@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1
NPBS095351,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@H]1[C@H]([C@@H](C)CO)C[C@H](OC(=O)C[C@@H]2C(C(=O)OC)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)/C2=C/C)[C@@H]1C
NPBS095352,O=C([O-])C(=CC1(CC)C(C=C(C)C2C(C)CC(C)C21)C=3C=CC=CC3)C
NPBS095353,O=CC1(C)C2CCC(=C)C3C(OC=C(COC(=O)C)C3C21)OC(=O)C
NPBS095354,O=C(OC1C(O)C2=C(C)C(OC(=O)C)CC2(C(OC(=O)C=3C=CC=CC3)C4C5(OC(=O)C)COC5CC(OC(=O)C)C14C)C(O)(C)C)C=6C=CC=CC6
NPBS095355,COC(O)/C=C1\C(=O)OC2=C3C4(C)[C@H](OC(C)=O)[C@H](O)[C@H]5C(C)(C)C(=O)C=C[C@]5(C)[C@H]4CC[C@@]3(C)[C@H]1C2
NPBS095356,CN(C)CCc1c[nH]c2c([C@]3(CCN(C)C)CNc4c([C@]5(CCN(C)C)CNc6c([C@]7(CCN(C)C)CNc8ccccc87)cccc65)cccc43)cccc12
NPBS095357,CC(=CCO)CC[C@@H]1[C@@]2(C)CCC[C@](C)(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2CC[C@@]1(C)O
NPBS095358,CCCCC[C@@H]1[C@H](CCC1=O)CCCCCCCC(=O)O
NPBS095359,O=C1C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)=CC=4C=C(OC)C(O)=C5C=CC(C=6C=CC=CC6)=C1C45
NPBS095360,O=C(OC1C(O)C(OC(=O)C)C(OC1C)OC2C3OC3(CO)C4C(OC=CC24)OC5OC(CO)C(O)C(O)C5O)C=CC6=CC=C(O)C=C6
NPBS095361,O=C(OCC1OC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C=4C=C(O)C(OC)=C(O)C4)C(OC5OCC(O)(CO)C5O)C(O)C1O)C
NPBS095362,COc1cc(C(OC(C)=O)C(COC(C)=O)O[C@@H]2O[C@H](COC(=O)c3ccc(OC(C)=O)cc3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)ccc1OC(C)=O
NPBS095363,C[C@@]1([C@@]23[C@H](C4=C(C=CC=C4O)[C@H]([C@@]2(O3)CO1)O)O)O
NPBS095364,O=C(O)CCC1=C(OC)C=2C=CC(OC2C=3C=CC(OC31)(C)C)(C)C
NPBS095365,O=C(OC)C=1N=C(SC1)C2N(C(=O)C(N=C(O)C(N(CC=C(C)C)CC=C(C)C)C(C)CC)C(C)C)CCC2
NPBS095366,C[C@H](CC[C@H](O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@@]2(C)C3C[C@H](O)C4C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@@]45CC35CC[C@]12C
NPBS095367,O=C1OC(=CC=2C=C(OC)C=C(O)C12)CC(O)C(Cl)Cl
NPBS095368,C=C1C(=O)O[C@@H]2[C@H]1CC(=O)[C@H](C)[C@@](O)(C(=O)CC(C)OC)[C@H]2OC(=O)C(C)CC
NPBS095369,O=CC1=C(O)C(OC)=C(C=2C(=O)OC3=C(OC12)C(=CC(OC)=C3C)C(=O)O)C
NPBS095370,C=C1C(=O)O[C@@H]2C=C(C)CCC=C(CO)[C@@H](O)[C@@H](OC(=O)C(C)=CC)[C@@H]12
NPBS095371,COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](OC(=O)C=Cc4ccc(O[C@@H]5O[C@H](COC(=O)C=Cc6ccc(O)c(O)c6)[C@@H](O)[C@H](O)[C@H]5O)cc4)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O.[Cl-]
NPBS095372,CC(C)C(=CCOO)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
NPBS095373,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)[C@@H]4CC=C4[C@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)C3(C)C)OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H]1O
NPBS095374,C=C(C)C(C)(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(CC[C@]4(C)[C@H]3CC[C@]12C)O)O
NPBS095375,COC(=O)[C@@H]1CCCN1C(C)=O
NPBS095376,C/C=C/C1=C(C(=C(C(=O)O1)CO)OC)COC(=O)C
NPBS095377,C=C[C@@]1(C)CC(=O)[C@@H]2[C@]3(C)[C@@H](C[C@@H](OC(C)=O)[C@@]2(O)C1=O)C(C)(C)[C@H](OC(=O)c1ccccc1)[C@H](OC(C)=O)[C@@H]3OC(=O)c1ccccc1
NPBS095378,O=C(NC1N(C(=O)C2C(C=3C=CC=CC3)C4(OC5=CC=6OCOC6C(OC)=C5C2(O)C4O)C7=CC=C(OC)C=C7)CCC1)C(C)C
NPBS095379,O=C1OC(CCC1)CC2OC3C(OCOC3C(OC)C2(C)C)NC(=O)C(O)C4(OC)OC(C)C(C(=C)C4)C
NPBS095380,O=C1OC(OC)C2=C1C3(C)CCC4C(C(=O)O)(C)CCCC4(C)C3CC2
NPBS095381,O=C(OC1C2(OC2)C3CCC4C56C(=O)CC(OC5)C(C)(C)C6C(O)C(=O)C14C3)C
NPBS095382,CC[C@H]1CC2=CC(=C3C(=C2C(=O)C1)C(=O)C4=C(C3=O)C(=CC=C4)O[C@H]5C[C@H]([C@H]([C@@H](O5)C)O)NC(=O)C)O
NPBS095383,CC(=O)O[C@H]1[C@H](O[C@H]2C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@]2(O)[C@H](C)C(=O)CCC(C)C)OC[C@H](O)[C@@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O
NPBS095384,CC1=CC[C@]2(C)[C@@H](O)[C@H]1[C@]1(C)CCC[C@]21C
NPBS095385,C/C(=C\[C@@H](C)[C@H]1CC[C@H]2C3=C[C@@H](O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)[C@H](C)C(C)C
NPBS095386,O=C1OC2=CC(=O)CCC2(C)C3C(=C1)C4CCC(C(C=CC(C)C(C)C)C)C4(C)CC3
NPBS095387,O=C1C2=CC(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)=CC=C2OC=5C=CC=C(O)C15
NPBS095388,OC1=CC=2C=C3C(O)CCC(C)(C)C3CCC2C=C1C(C)C
NPBS095389,O=C(OCC1(O)COC(OC2C(O)C(O)C(OC2OCCC3=CC=C(O)C=C3)CO)C1O)C4=CC=C(O)C(OC)=C4
NPBS095390,O=C1OC(CC(=C1C)C)C(O)(C)C2CCC3C4CC=C5CC(O)CC(O)C5(C)C4CCC32C
NPBS095391,C[C@@H]1[C@@H]\2CC[C@@](/C2=C/[C@]3(C(=C)C(=O)C(=C3C[C@@H]1O)C(C)C)O)(COC)O
NPBS095392,CCCCCCC=CCCCCCCCCC(=O)O
NPBS095393,O=C(OC=1C=C(OC(=O)C)C(OC=2C=C(OC(=O)C)C(OC3=CC(OC(=O)C)=C(OC(=O)C)C(OC(=O)C)=C3OC4=CC(OC(=O)C)=C(OC(=O)C)C(OC(=O)C)=C4OC=5C=C(OC(=O)C)C(OC=6C=C(OC(=O)C)C(OC=7C=C(OC(=O)C)C(OC(=O)C)=C(OC(=O)C)C7)=C(OC(=O)C)C6)=C(OC(=O)C)C5)=C(OC(=O)C)C2)=C(OC(=O)C)C1)C
NPBS095394,C=C(CO)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
